"REF_DATE","GEO","DGUID","Rental unit type","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","Peterborough, Census metropolitan area (CMA)","2021S0503529","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425039","24.4.1","2210","","","","0"
"2022-10","Peterborough, Census metropolitan area (CMA)","2021S0503529","Room","Average asking rent","Dollars","81","units","0","v1675425040","24.5.1","710","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299263","25.6.1","2060","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299264","25.7.1","2460","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425056","25.1.1","1160","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425057","25.2.1","1460","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425058","25.3.1","1740","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425059","25.4.1","2060","","","","0"
"2022-10","St. Catharines - Niagara, Census metropolitan area (CMA)","2021S0503539","Room","Average asking rent","Dollars","81","units","0","v1675425060","25.5.1","660","","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299279","26.6.1","","..","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299280","26.7.1","1890","E","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425096","26.1.1","","..","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425097","26.2.1","1190","E","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425098","26.3.1","1490","","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425099","26.4.1","","..","","","0"
"2022-10","Thunder Bay, Census metropolitan area (CMA)","2021S0503595","Room","Average asking rent","Dollars","81","units","0","v1675425100","26.5.1","590","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299259","27.6.1","2860","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299260","27.7.1","3660","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425046","27.1.1","1720","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425047","27.2.1","2180","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425048","27.3.1","2710","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425049","27.4.1","3230","","","","0"
"2022-10","Toronto, Census metropolitan area (CMA)","2021S0503535","Room","Average asking rent","Dollars","81","units","0","v1675425050","27.5.1","770","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299273","28.6.1","1740","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299274","28.7.1","2210","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425081","28.1.1","1140","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425082","28.2.1","1320","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425083","28.3.1","1670","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425084","28.4.1","1920","","","","0"
"2022-10","Windsor, Census metropolitan area (CMA)","2021S0503559","Room","Average asking rent","Dollars","81","units","0","v1675425085","28.5.1","560","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299281","29.6.1","1370","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299282","29.7.1","1780","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425101","29.1.1","890","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425102","29.2.1","1090","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425103","29.3.1","1390","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425104","29.4.1","1550","","","","0"
"2022-10","Winnipeg, Census metropolitan area (CMA)","2021S0503602","Room","Average asking rent","Dollars","81","units","0","v1675425105","29.5.1","510","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299283","30.6.1","1140","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299284","30.7.1","1560","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425106","30.1.1","800","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425107","30.2.1","1000","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425108","30.3.1","1170","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425109","30.4.1","1470","","","","0"
"2022-10","Regina, Census metropolitan area (CMA)","2021S0503705","Room","Average asking rent","Dollars","81","units","0","v1675425110","30.5.1","550","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299285","31.6.1","1410","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299286","31.7.1","2010","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425111","31.1.1","860","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425112","31.2.1","1070","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425113","31.3.1","1350","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425114","31.4.1","1610","","","","0"
"2022-10","Saskatoon, Census metropolitan area (CMA)","2021S0503725","Room","Average asking rent","Dollars","81","units","0","v1675425115","31.5.1","590","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299289","32.6.1","1920","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299290","32.7.1","2450","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425121","32.1.1","1180","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425122","32.2.1","1440","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425123","32.3.1","1760","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425124","32.4.1","1930","","","","0"
"2022-10","Calgary, Census metropolitan area (CMA)","2021S0503825","Room","Average asking rent","Dollars","81","units","0","v1675425125","32.5.1","650","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299293","33.6.1","1450","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299294","33.7.1","1850","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425131","33.1.1","920","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425132","33.2.1","1100","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425133","33.3.1","1400","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425134","33.4.1","1630","","","","0"
"2022-10","Edmonton, Census metropolitan area (CMA)","2021S0503835","Room","Average asking rent","Dollars","81","units","0","v1675425135","33.5.1","580","","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299287","34.6.1","1220","E","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299288","34.7.1","1650","","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425116","34.1.1","","..","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425117","34.2.1","1070","","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425118","34.3.1","1230","","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425119","34.4.1","1470","","","","0"
"2022-10","Lethbridge, Census metropolitan area (CMA)","2021S0503810","Room","Average asking rent","Dollars","81","units","0","v1675425120","34.5.1","610","","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299291","35.6.1","1240","E","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299292","35.7.1","1580","","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425126","35.1.1","","..","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425127","35.2.1","950","","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425128","35.3.1","1150","","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425129","35.4.1","1350","","","","0"
"2022-10","Red Deer, Census metropolitan area (CMA)","2021S0503830","Room","Average asking rent","Dollars","81","units","0","v1675425130","35.5.1","590","","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299301","36.6.1","","..","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299302","36.7.1","3020","","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425151","36.1.1","","..","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425152","36.2.1","1480","","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425153","36.3.1","1760","","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425154","36.4.1","","..","","","0"
"2022-10","Abbotsford - Mission, Census metropolitan area (CMA)","2021S0503932","Room","Average asking rent","Dollars","81","units","0","v1675425155","36.5.1","","..","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299299","37.6.1","","..","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299300","37.7.1","2670","","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425146","37.1.1","","..","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425147","37.2.1","1430","","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425148","37.3.1","1680","","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425149","37.4.1","","..","","","0"
"2022-10","Chilliwack, Census metropolitan area (CMA)","2021S0503930","Room","Average asking rent","Dollars","81","units","0","v1675425150","37.5.1","","..","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299297","38.6.1","","..","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299298","38.7.1","2880","","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425141","38.1.1","","..","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425142","38.2.1","1420","","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425143","38.3.1","1850","","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425144","38.4.1","2450","","","","0"
"2022-10","Kamloops, Census metropolitan area (CMA)","2021S0503925","Room","Average asking rent","Dollars","81","units","0","v1675425145","38.5.1","830","","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299295","39.6.1","","..","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299296","39.7.1","3510","","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425136","39.1.1","","..","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425137","39.2.1","1920","","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425138","39.3.1","2380","","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425139","39.4.1","","..","","","0"
"2022-10","Kelowna, Census metropolitan area (CMA)","2021S0503915","Room","Average asking rent","Dollars","81","units","0","v1675425140","39.5.1","910","","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299307","40.6.1","","..","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299308","40.7.1","","..","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425166","40.1.1","","..","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425167","40.2.1","1530","","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425168","40.3.1","1920","","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425169","40.4.1","","..","","","0"
"2022-10","Nanaimo, Census metropolitan area (CMA)","2021S0503938","Room","Average asking rent","Dollars","81","units","0","v1675425170","40.5.1","800","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299303","41.6.1","3050","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299304","41.7.1","5030","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425156","41.1.1","2150","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425157","41.2.1","2450","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425158","41.3.1","3400","","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425159","41.4.1","5020","E","","","0"
"2022-10","Vancouver, Census metropolitan area (CMA)","2021S0503933","Room","Average asking rent","Dollars","81","units","0","v1675425160","41.5.1","1120","","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299305","42.6.1","","..","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299306","42.7.1","","..","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425161","42.1.1","1750","","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425162","42.2.1","2090","","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425163","42.3.1","2660","","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675425164","42.4.1","3300","","","","0"
"2022-10","Victoria, Census metropolitan area (CMA)","2021S0503935","Room","Average asking rent","Dollars","81","units","0","v1675425165","42.5.1","920","","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299225","1.6.1","","..","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299226","1.7.1","","..","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675424961","1.1.1","","..","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424962","1.2.1","1040","","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424963","1.3.1","1270","","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675424964","1.4.1","1570","","","","0"
"2023-01","St. John's, Census metropolitan area (CMA)","2021S0503001","Room","Average asking rent","Dollars","81","units","0","v1675424965","1.5.1","600","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299227","2.6.1","2320","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299228","2.7.1","2680","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675424966","2.1.1","1380","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424967","2.2.1","1700","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424968","2.3.1","2120","","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675424969","2.4.1","2480","E","","","0"
"2023-01","Halifax, Census metropolitan area (CMA)","2021S0503205","Room","Average asking rent","Dollars","81","units","0","v1675424970","2.5.1","780","","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299235","3.6.1","","..","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299236","3.7.1","","..","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675424986","3.1.1","","..","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424987","3.2.1","1160","","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424988","3.3.1","1440","","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675424989","3.4.1","1760","","","","0"
"2023-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","600","","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299231","4.6.1","","..","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299232","4.7.1","1950","","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675424976","4.1.1","","..","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1150","","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1370","","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675424979","4.4.1","1880","E","","","0"
"2023-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","600","","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299233","5.6.1","","..","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299234","5.7.1","","..","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675424981","5.1.1","","..","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1060","","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1300","","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1675424984","5.4.1","1510","","","","0"
"2023-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","530","","","","0"
"2023-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","House - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1810299247","6.6.1","","..","","","0"
"2023-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","House - 3 or more bedrooms","Average asking rent","Dollars","81","units","0","v1810299248","6.7.1","","..","","","0"
"2023-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - No bedroom","Average asking rent","Dollars","81","units","0","v1675425016","6.1.1","","..","","","0"
